STDZD_PROP_CITY,state,minlat,maxlat,minlon,maxlon
TOBYHANNA,PA,41.12086,41.254041,-75.5595,-75.3273
TODD,PA,40.2412,40.3074,-78.1202,-78.0745
TOPTON,PA,40.494359,40.510033,-75.711678,-75.690376
TOUGHKENAMON,PA,39.793571,39.840881,-75.767258,-75.721581
TOWANDA,PA,41.6714,41.8066,-76.6039,-76.3112
TOWER CITY,PA,40.519725,40.604252,-76.625046,-76.469754
TOWNVILLE,PA,41.620357,41.736801,-79.955238,-79.84008
TRAFFORD,PA,40.360788,40.408142,-79.770821,-79.674511
TRANSFER,PA,41.291429,41.369254,-80.515469,-80.34279
TREICHLERS,PA,40.7877,40.7877,-75.5352,-75.5352
TREMONT,PA,40.598415,40.66275,-76.486359,-76.342781
TREVORTON,PA,40.77847,40.786581,-76.685161,-76.647649
TREXLERTOWN,PA,40.543075,40.552804,-75.607625,-75.599755
TROUT RUN,PA,41.356023,41.50185,-77.270866,-76.80835
TROUTVILLE,PA,41.019653,41.033169,-78.796934,-78.781221
TROY,PA,41.7144,41.843689,-76.9113,-76.6469
TUNKHANNOCK,PA,41.414975,41.640307,-76.061999,-75.840371
TURBOTVILLE,PA,41.079094,41.154469,-76.805717,-76.6286
TURTLE CREEK,PA,40.400879,40.435688,-79.839,-79.810005
TURTLEPOINT,PA,41.8544,41.924291,-78.351386,-78.264692
TYLER HILL,PA,41.675777,41.72921,-75.188751,-75.099318
TYLERSPORT,PA,40.3494,40.3494,-75.3813,-75.3813
TYRONE,PA,40.5443,40.764388,-78.427293,-78.092018
ULEDI,PA,39.895802,39.895905,-79.788469,-79.786052
ULSTER,PA,41.7441,41.8907,-76.619229,-76.3539
ULYSSES,PA,41.733253,41.944622,-77.835545,-77.668723
UNION CITY,PA,41.781429,42.031609,-79.955109,-79.749901
UNION DALE,PA,41.6713,41.7573,-75.6059,-75.4816
UNIONTOWN,PA,39.82608,39.964588,-79.823258,-79.665094
UNITYVILLE,PA,41.184971,41.290161,-76.596413,-76.484909
UNIVERSITY PARK,PA,40.8061,40.8061,-77.8583,-77.8583
UPPER BLACK EDDY,PA,40.485947,40.572244,-75.177887,-75.067142
UPPER DARBY,PA,39.944859,39.971889,-75.296318,-75.24906
UPPERSTRASBURG,PA,40.006021,40.067951,-77.84315,-77.709502
UTICA,PA,41.388733,41.515556,-80.037439,-79.908989
VALENCIA,PA,40.660037,40.749007,-80.002678,-79.870616
VALIER,PA,40.920189,40.920364,-79.070038,-79.06987
VALLEY FORGE,PA,40.0969,40.0969,-75.47,-75.47
VALLEY VIEW,PA,40.628796,40.64753,-76.5782,-76.519692
VAN VOORHIS,PA,40.1561,40.1561,-79.9744,-79.9744
VANDERBILT,PA,39.991516,40.067755,-79.759926,-79.642997
VANDERGRIFT,PA,40.5823,40.668114,-79.60739,-79.49806
VENANGO,PA,41.755333,41.811754,-80.167946,-80.0832
VENETIA,PA,40.220482,40.300709,-80.096167,-80.018867
VENUS,PA,41.33662,41.398449,-79.576149,-79.438866
VERONA,PA,40.461536,40.5281,-79.882988,-79.787064
VESTABURG,PA,40.0161,40.0161,-79.99,-79.99
VILLANOVA,PA,40.009884,40.064632,-75.392967,-75.301872
VINTONDALE,PA,40.43232,40.502059,-78.971771,-78.882847
VOLANT,PA,41.042756,41.16652,-80.317738,-80.112938
VOWINCKEL,PA,41.352578,41.431,-79.241884,-79.2001
WALLINGFORD,PA,39.873114,39.911884,-75.389046,-75.352448
WALNUT BOTTOM,PA,40.075874,40.096641,-77.427986,-77.391828
WALNUTPORT,PA,40.721825,40.796871,-75.602348,-75.48114
WALTERSBURG,PA,39.9764,39.989219,-79.766831,-79.738271
WAMPUM,PA,40.812572,40.944279,-80.393608,-80.280251
WAPWALLOPEN,PA,41.056,41.140184,-76.1323,-75.975053
WARFORDSBURG,PA,39.722736,39.915381,-78.351364,-78.155811
WARMINSTER,PA,40.17107,40.254376,-75.137567,-75.009377
WARREN,PA,41.744081,41.952857,-79.381512,-79.014779
WARREN CENTER,PA,41.8989,41.9795,-76.2249,-76.1484
WARRENDALE,PA,40.650375,40.679478,-80.115227,-80.070962
WARRINGTON,PA,40.212173,40.279526,-75.179214,-75.104668
WARRIORS MARK,PA,40.676801,40.768066,-78.19078,-77.983163
WASHINGTON,PA,40.046839,40.261929,-80.36426,-80.134811
WASHINGTON BORO,PA,39.970937,40.01741,-76.481079,-76.387711
WASHINGTON CROSSING,PA,40.259926,40.313629,-74.90601,-74.854874
WATERFALL,PA,40.031886,40.137232,-78.118162,-78.061523
WATERFORD,PA,41.830606,42.090496,-80.107018,-79.885933
WATERVILLE,PA,41.309181,41.475487,-77.395261,-77.193603
WATSONTOWN,PA,41.055389,41.1595,-76.890945,-76.7468
WATTSBURG,PA,41.965279,42.100834,-79.913315,-79.747
WAVERLY,PA,41.522,41.5392,-75.719707,-75.648216
WAYMART,PA,41.502972,41.724695,-75.455917,-75.338257
WAYNE,PA,40.019836,40.096657,-75.477043,-75.335007
WAYNESBORO,PA,39.720051,39.865949,-77.720465,-77.467549
WAYNESBURG,PA,39.759184,40.007523,-80.340826,-80.064116
WEATHERLY,PA,40.880027,41.010021,-75.954971,-75.73896
WEEDVILLE,PA,41.246956,41.354156,-78.600327,-78.393688
WEIKERT,PA,40.8583,40.8583,-77.2955,-77.2955
WELLERSBURG,PA,39.725065,39.73716,-78.854286,-78.84742
WELLS TANNERY,PA,40.051494,40.12643,-78.188614,-78.096289
WELLSBORO,PA,41.627987,41.853735,-77.501472,-77.151351
WELLSVILLE,PA,40.007221,40.096192,-77.013779,-76.873627
WERNERSVILLE,PA,40.291823,40.393029,-76.134919,-76.060922
WEST ALEXANDER,PA,40.018372,40.192708,-80.518913,-80.444534
WEST CHESTER,PA,39.881962,40.02496,-75.73205,-75.49559
WEST DECATUR,PA,40.904617,40.990428,-78.393665,-78.270515
WEST ELIZABETH,PA,40.2708,40.2708,-79.8994,-79.8994
WEST FINLEY,PA,39.941,40.03788,-80.514605,-80.360359
WEST GROVE,PA,39.780972,39.901428,-75.91172,-75.791641
WEST MIDDLESEX,PA,41.097247,41.214529,-80.519144,-80.377577
WEST MIFFLIN,PA,40.322819,40.400274,-79.940859,-79.853905
WEST MILTON,PA,41.012627,41.021053,-76.881676,-76.866991
WEST NEWTON,PA,40.184651,40.250711,-79.802322,-79.683345
WEST PITTSBURG,PA,40.9327,40.934742,-80.365181,-80.360619
WEST SALISBURY,PA,39.753792,39.755154,-79.1044,-79.094742
WEST SPRINGFIELD,PA,41.902779,41.967636,-80.519088,-80.430183
WEST SUNBURY,PA,40.936741,41.09185,-79.95529,-79.822003
WESTFIELD,PA,41.841811,41.999344,-77.6673,-77.399422
WESTLAND,PA,40.2772,40.2772,-80.2733,-80.2733
WESTMORELAND CITY,PA,40.325577,40.334581,-79.685173,-79.671382
WESTOVER,PA,40.728465,40.793496,-78.765123,-78.661952
WESTPORT,PA,41.254307,41.300251,-78.024107,-77.844643
WEXFORD,PA,40.583401,40.669251,-80.131821,-80.017113
WHEATLAND,PA,41.2008,41.2008,-80.498,-80.498
WHITE,PA,40.0584,40.086454,-79.517192,-79.398328
WHITE DEER,PA,41.0758,41.0758,-76.875,-76.875
WHITE HAVEN,PA,41.0083,41.192209,-75.854271,-75.641457
WHITEHALL,PA,40.613468,40.700813,-75.545105,-75.462532
WICONISCO,PA,40.5749,40.5749,-76.699,-76.699
WILBURTON,PA,40.810331,40.818489,-76.399071,-76.3388
WILCOX,PA,41.531826,41.624802,-78.7294,-78.571291
WILKES BARRE,PA,41.076898,41.298946,-75.976532,-75.655013
WILLIAMSBURG,PA,40.334,40.5508,-78.3069,-78.1703
WILLIAMSPORT,PA,41.131748,41.437813,-77.172012,-76.76725
WILLIAMSTOWN,PA,40.562264,40.585133,-76.656746,-76.586998
WILLOW GROVE,PA,40.127775,40.17128,-75.149773,-75.092316
WILLOW HILL,PA,40.097176,40.138715,-77.813407,-77.773077
WILLOW STREET,PA,39.920084,40.000938,-76.301033,-76.214653
WILMERDING,PA,40.386013,40.401848,-79.817856,-79.773994
WINBURNE,PA,40.957259,40.972074,-78.148734,-78.143554
WIND GAP,PA,40.792116,40.861357,-75.371089,-75.280807
WIND RIDGE,PA,39.820802,39.918167,-80.517576,-80.424194
WINDBER,PA,40.154945,40.296833,-78.885653,-78.668033
WINDSOR,PA,39.903934,39.959595,-76.596115,-76.500267
WINFIELD,PA,40.863706,40.922764,-76.961246,-76.83638
WOMELSDORF,PA,40.3474,40.447873,-76.264702,-76.163389
WOOD,PA,40.1683,40.1683,-78.1366,-78.1366
WOODBURY,PA,40.179981,40.249022,-78.396156,-78.339865
WOODLAND,PA,40.976925,41.065784,-78.376299,-78.260298
WOODLYN,PA,39.868107,39.886204,-75.35606,-75.336502
WOODWARD,PA,40.8587,40.958869,-77.439369,-77.238045
WORTHINGTON,PA,40.771954,40.8963,-79.69244,-79.5997
WORTHVILLE,PA,41.022533,41.0479,-79.140106,-79.092539
WRIGHTSVILLE,PA,39.923683,40.049892,-76.561496,-76.482002
WYALUSING,PA,41.6203,41.822,-76.3729,-76.2059
WYANO,PA,40.194802,40.194802,-79.697148,-79.697148
WYNCOTE,PA,40.075116,40.097277,-75.1664,-75.133659
WYNNEWOOD,PA,39.97599,40.023281,-75.290672,-75.258812
WYOMING,PA,41.291653,41.370022,-75.921989,-75.82695
WYSOX,PA,41.7364,41.830057,-76.43395,-76.3094
YEAGERTOWN,PA,40.637001,40.653739,-77.583852,-77.563177
YORK,PA,39.854465,40.100517,-76.857613,-76.535733
YORK HAVEN,PA,40.099262,40.145451,-76.850062,-76.710747
YORK NEW SALEM,PA,39.9051,39.9051,-76.7844,-76.7844
YORK SPRINGS,PA,39.947121,40.070019,-77.156536,-77.051712
YOUNGSTOWN,PA,40.2794,40.2794,-79.3649,-79.3649
YOUNGSVILLE,PA,41.839581,41.914712,-79.3643,-79.3021
YOUNGWOOD,PA,40.22879,40.253394,-79.5914,-79.56824
YUKON,PA,40.210934,40.2206,-79.6925,-79.682172
ZELIENOPLE,PA,40.692745,40.800346,-80.171463,-80.073296
ZIEGLERVILLE,PA,40.276546,40.308011,-75.533535,-75.480241
ZION GROVE,PA,40.870548,40.939732,-76.288177,-76.14608
ZIONSVILLE,PA,40.440596,40.493252,-75.57908,-75.458359
ADJUNTAS,PR,18.1613,18.172,-66.7441,-66.721762
AGUADA,PR,18.3664,18.4051,-67.199621,-67.1651
AGUADILLA,PR,18.408174,18.5059,-67.158579,-67.099377
AGUAS BUENAS,PR,18.2509,18.3008,-66.1189,-66.0682
AGUIRRE,PR,17.952,17.9747,-66.2312,-66.2247
AIBONITO,PR,18.1167,18.1538,-66.279025,-66.2466
ANASCO,PR,18.2751,18.2977,-67.1749,-67.1177
ARECIBO,PR,18.419067,18.4837,-66.7659,-66.633195
ARROYO,PR,17.96093,17.9923,-66.0681,-66.0353
BARCELONETA,PR,18.4318,18.4782,-66.582,-66.536824
BARRANQUITAS,PR,18.1751,18.235,-66.3102,-66.2654
BAYAMON,PR,18.3301,18.456938,-66.2027,-66.0168
BOQUERON,PR,18.0999,18.0999,-66.2099,-66.2099
CABO ROJO,PR,17.971926,18.1431,-67.1943,-67.1072
CAGUAS,PR,18.1738,18.290058,-66.0712,-66.003635
CAMUY,PR,18.448,18.487,-66.8637,-66.841113
CANOVANAS,PR,18.2692,18.3993,-65.9286,-65.8666
CAROLINA,PR,18.345,18.448728,-66.038015,-65.922
CATANO,PR,18.393411,18.453476,-66.187003,-66.01369
CAYEY,PR,18.106148,18.151,-66.1804,-66.0702
CEIBA,PR,18.2543,18.2743,-65.6578,-65.6386
CIALES,PR,18.3097,18.3445,-66.4959,-66.4675
CIDRA,PR,18.1365,18.1931,-66.1622,-66.1137
COAMO,PR,18.0545,18.0867,-66.4096,-66.342631
COMERIO,PR,18.211,18.2363,-66.2646,-66.2166
COROZAL,PR,18.3234,18.3481,-66.3574,-66.2828
COTO LAUREL,PR,18.0397,18.0559,-66.5836,-66.5423
DORADO,PR,18.3865,18.478607,-66.3137,-66.2574
ENSENADA,PR,17.9395,17.972,-66.9518,-66.9325
FAJARDO,PR,18.2836,18.352829,-65.6767,-65.6375
FLORIDA,PR,18.3548,18.3733,-66.5729,-66.5472
FORT BUCHANAN,PR,18.4103,18.4161,-66.1247,-66.1124
GARROCHALES,PR,17.9951,17.9951,-66.6585,-66.6585
GUANICA,PR,17.9652,18.0057,-66.911427,-66.8911
GUAYAMA,PR,17.95147,18.006,-66.1833,-66.0723
GUAYANILLA,PR,18.0167,18.0393,-66.8015,-66.7776
GUAYNABO,PR,18.3091,18.4393,-66.1348,-66.08449
GURABO,PR,18.2195,18.4424,-66.014,-65.9441
HATILLO,PR,18.4043,18.4905,-66.8307,-66.7707
HORMIGUEROS,PR,18.1275,18.153186,-67.1489,-67.0962
HUMACAO,PR,18.0718,18.1873,-65.839717,-65.7843
ISABELA,PR,18.3911,18.5069,-67.08291,-66.9352
JAYUYA,PR,18.213458,18.2208,-66.606961,-66.5898
JUANA DIAZ,PR,17.990687,18.0768,-66.5476,-66.4851
JUNCOS,PR,18.1774,18.2444,-65.9452,-65.8726
LAJAS,PR,17.9737,18.052951,-67.0709,-66.9842
LARES,PR,18.2902,18.3032,-66.8971,-66.875
LAS MARIAS,PR,18.252,18.252,-66.9912,-66.9912
LAS PIEDRAS,PR,18.1674,18.236018,-65.9025,-65.8403
LOIZA,PR,18.3877,18.4335,-65.8807,-65.8438
LUQUILLO,PR,18.3468,18.3854,-65.7431,-65.6958
MANATI,PR,18.3673,18.4627,-66.5228,-66.4404
MARICAO,PR,18.1722,18.1825,-66.9824,-66.9517
MAUNABO,PR,18.0041,18.0134,-65.9122,-65.895459
MAYAGUEZ,PR,18.1527,18.2466,-67.1732,-67.0451
MERCEDITA,PR,17.9877,18.0116,-66.6579,-66.5325
MOCA,PR,18.3798,18.4055,-67.1208,-67.089
MOROVIS,PR,18.316,18.3721,-66.451,-66.399851
NAGUABO,PR,18.199,18.2398,-65.7915,-65.683
NARANJITO,PR,18.2939,18.3063,-66.2581,-66.2451
OROCOVIS,PR,18.2015,18.2233,-66.4219,-66.3734
PATILLAS,PR,17.9836,18.0098,-66.016821,-65.9888
PENUELAS,PR,17.9832,18.0661,-66.7525,-66.706
PONCE,PR,17.976919,18.0943,-66.684813,-66.577186
PUERTO REAL,PR,18.3288,18.3333,-65.6383,-65.6318
PUNTA SANTIAGO,PR,18.157661,18.1669,-65.765057,-65.7422
QUEBRADILLAS,PR,18.4521,18.4861,-66.9503,-66.902076
RINCON,PR,18.3188,18.343,-67.2523,-67.2403
RIO GRANDE,PR,18.3496,18.4167,-65.8708,-65.7704
SABANA GRANDE,PR,18.032754,18.1018,-66.9793,-66.900931
SABANA SECA,PR,18.4231,18.437889,-66.193046,-66.1703
SALINAS,PR,17.9375,18.0663,-66.304561,-66.2348
SAN ANTONIO,PR,18.4906,18.4995,-67.1047,-67.0903
SAN GERMAN,PR,18.072823,18.0931,-67.0892,-67.0186
SAN JUAN,PR,18.3022,18.468386,-66.198942,-65.985531
SAN LORENZO,PR,18.1627,18.197526,-65.9764,-65.9512
SAN SEBASTIAN,PR,18.3133,18.3433,-67.006015,-66.9242
SANTA ISABEL,PR,17.9615,18.0125,-66.4435,-66.3713
TOA ALTA,PR,18.342,18.4106,-66.2893,-66.1984
TOA BAJA,PR,18.3924,18.464,-66.254898,-66.14617
TRUJILLO ALTO,PR,18.3201,18.431291,-66.187439,-65.985143
UTUADO,PR,18.0398,18.2875,-66.7313,-66.6088
VEGA ALTA,PR,18.362211,18.4796,-66.359096,-66.307767
VEGA BAJA,PR,18.4176,18.487048,-66.4368,-66.3503
VIEQUES,PR,18.0957,18.149454,-65.4785,-65.4386
VILLALBA,PR,18.1173,18.1365,-66.5072,-66.4799
YABUCOA,PR,18.0395,18.0963,-65.9031,-65.850008
YAUCO,PR,18.0113,18.049,-66.8765,-66.842234
ALBION,RI,41.951234,41.956136,-71.461213,-71.453367
ASHAWAY,RI,41.395192,41.47859,-71.799995,-71.7257
BARRINGTON,RI,41.709671,41.77457,-71.352287,-71.288509
BRADFORD,RI,41.379625,41.43023,-71.770883,-71.72668
BRISTOL,RI,41.645972,41.714159,-71.301233,-71.239265
CAROLINA,RI,41.457359,41.500072,-71.695244,-71.648232
CENTRAL FALLS,RI,41.881574,41.898689,-71.406342,-71.381851
CHARLESTOWN,RI,41.331036,41.460049,-71.731054,-71.601982
CHEPACHET,RI,41.855766,41.933338,-71.797256,-71.576428
CLAYVILLE,RI,41.754832,41.78488,-71.682998,-71.663178
COVENTRY,RI,41.658794,41.73043,-71.714722,-71.5326
CRANSTON,RI,41.73045,41.85714,-71.551529,-71.414284
CUMBERLAND,RI,41.898638,42.018544,-71.481276,-71.381481
EAST GREENWICH,RI,41.602669,41.679124,-71.547,-71.410551
EAST PROVIDENCE,RI,41.796499,41.835475,-71.387571,-71.339837
EXETER,RI,41.504305,41.600346,-71.776754,-71.516555
FISKEVILLE,RI,41.7341,41.7341,-71.5486,-71.5486
FORESTDALE,RI,41.9944,41.9944,-71.5638,-71.5638
FOSTER,RI,41.726294,41.855733,-71.794541,-71.623206
GLENDALE,RI,41.9761,41.9761,-71.633,-71.633
GREENE,RI,41.658326,41.726871,-71.788758,-71.667343
GREENVILLE,RI,41.85907,41.899015,-71.584038,-71.527168
HARMONY,RI,41.8877,41.8877,-71.5972,-71.5972
HARRISVILLE,RI,41.933788,42.012443,-71.714119,-71.582947
HOPE,RI,41.720193,41.779181,-71.644931,-71.514458
HOPE VALLEY,RI,41.446098,41.5561,-71.770531,-71.684875
HOPKINTON,RI,41.455034,41.498587,-71.786175,-71.760635
JAMESTOWN,RI,41.461163,41.573421,-71.396578,-71.357407
JOHNSTON,RI,41.788614,41.868502,-71.573463,-71.465374
KENYON,RI,41.444084,41.452532,-71.629013,-71.614883
KINGSTON,RI,41.461113,41.501095,-71.544319,-71.514084
LINCOLN,RI,41.869569,41.95858,-71.494423,-71.360491
LITTLE COMPTON,RI,41.460208,41.561649,-71.205711,-71.121949
MANVILLE,RI,41.957062,41.977058,-71.486061,-71.462318
MAPLEVILLE,RI,41.93261,41.960588,-71.673125,-71.626732
MIDDLETOWN,RI,41.480964,41.555799,-71.308459,-71.236517
NARRAGANSETT,RI,41.362873,41.494867,-71.512329,-71.418267
NEWPORT,RI,41.450283,41.5291,-71.359239,-71.293132
NORTH KINGSTOWN,RI,41.522049,41.65103,-71.521897,-71.407532
NORTH PROVIDENCE,RI,41.836159,41.887085,-71.50786,-71.44944
NORTH SCITUATE,RI,41.784008,41.884531,-71.722977,-71.56087
NORTH SMITHFIELD,RI,41.937109,42.014839,-71.604408,-71.48748
OAKLAND,RI,41.955791,41.9709,-71.658699,-71.6394
PASCOAG,RI,41.930462,42.009667,-71.798164,-71.673369
PAWTUCKET,RI,41.856829,41.898071,-71.421666,-71.336891
PORTSMOUTH,RI,41.516132,41.654263,-71.30896,-71.217049
PROVIDENCE,RI,41.76046,41.87817,-71.473556,-71.379495
PRUDENCE ISLAND,RI,41.585099,41.629542,-71.333577,-71.304608
RIVERSIDE,RI,41.74509,41.803268,-71.370567,-71.325737
ROCKVILLE,RI,41.499988,41.546066,-71.788216,-71.759354
RUMFORD,RI,41.827721,41.860298,-71.367182,-71.34218
SAUNDERSTOWN,RI,41.488015,41.543361,-71.518211,-71.415909
SHANNOCK,RI,41.44754,41.465523,-71.646866,-71.631045
SLATERSVILLE,RI,42.0002,42.0002,-71.5802,-71.5802
SLOCUM,RI,41.529705,41.531254,-71.5189,-71.517136
SMITHFIELD,RI,41.864471,41.939739,-71.588066,-71.469048
TIVERTON,RI,41.54567,41.67456,-71.220398,-71.132771
WAKEFIELD,RI,41.363979,41.494834,-71.619164,-71.448799
WARREN,RI,41.69902,41.756626,-71.288655,-71.226501
WARWICK,RI,41.66791,41.766991,-71.518517,-71.359772
WEST GREENWICH,RI,41.598573,41.661338,-71.787772,-71.547622
WEST KINGSTON,RI,41.444126,41.570648,-71.6597,-71.515281
WEST WARWICK,RI,41.661967,41.73135,-71.53442,-71.485023
WESTERLY,RI,41.308257,41.416659,-71.85832,-71.72988
WOOD RIVER JUNCTION,RI,41.430772,41.46479,-71.726851,-71.682146
WOONSOCKET,RI,41.980198,42.01775,-71.539785,-71.457999
WYOMING,RI,41.482643,41.560841,-71.706589,-71.640768
ABBEVILLE,SC,34.057419,34.306001,-82.615972,-82.245235
ADAMS RUN,SC,32.715163,32.903623,-80.440569,-80.314636
AIKEN,SC,33.2508,33.735989,-81.836342,-81.511937
ALCOLU,SC,33.721937,33.860426,-80.262719,-80.085483
ALLENDALE,SC,32.9132,33.06684,-81.416,-81.257418
ANDERSON,SC,34.327564,34.65234,-82.851532,-82.516546
ANDREWS,SC,33.325748,33.603991,-79.770381,-79.421661
AWENDAW,SC,32.874851,33.046913,-79.764915,-79.588348
AYNOR,SC,33.92308,34.027214,-79.227986,-79.01815
BAMBERG,SC,33.171021,33.366506,-81.094308,-80.892171
BARNWELL,SC,33.101459,33.311382,-81.476853,-81.231482
BATESBURG,SC,33.665254,34.0734,-81.670344,-81.425911
BATH,SC,33.496999,33.497457,-81.89118,-81.890281
BEAUFORT,SC,32.327388,32.523865,-80.804506,-80.55925
BEECH ISLAND,SC,33.391978,33.5029,-81.925015,-81.797462
BELTON,SC,34.368652,34.615549,-82.601015,-82.326683
BENNETTSVILLE,SC,34.477207,34.803644,-79.830139,-79.5918
BETHUNE,SC,34.32634,34.574661,-80.484125,-80.30372
BISHOPVILLE,SC,34.070853,34.354976,-80.44003,-80.134344
BLACKSBURG,SC,35.038248,35.173326,-81.61133,-81.345314
BLACKSTOCK,SC,34.451611,34.640712,-81.280237,-80.928249
BLACKVILLE,SC,33.267121,33.449191,-81.35248,-81.217539
BLAIR,SC,34.316986,34.557585,-81.418967,-81.226203
BLENHEIM,SC,34.392006,34.56022,-79.655504,-79.569474
BLUFFTON,SC,32.188255,32.312061,-81.007133,-80.780769
BLYTHEWOOD,SC,34.136791,34.264713,-81.12142,-80.859423
BOILING SPRINGS,SC,34.997536,35.090828,-82.026809,-81.925789
BONNEAU,SC,33.202095,33.358574,-80.002441,-79.756221
BOWMAN,SC,33.243994,33.449966,-80.737584,-80.539047
BRADLEY,SC,33.991061,34.142187,-82.309772,-82.092369
BRANCHVILLE,SC,33.148533,33.335653,-80.9131,-80.692687
BRUNSON,SC,32.833485,32.994845,-81.2444,-81.053462
BUFFALO,SC,34.690051,34.770434,-81.807343,-81.659616
CADES,SC,33.733642,33.838879,-79.921678,-79.7743
CALHOUN FALLS,SC,34.060299,34.201266,-82.603555,-82.494572
CAMDEN,SC,34.152443,34.463249,-80.781097,-80.384257
CAMERON,SC,33.451263,33.672933,-80.766048,-80.542476
CAMPOBELLO,SC,35.039974,35.188942,-82.23432,-82.027754
CARLISLE,SC,34.498655,34.738454,-81.533602,-81.2984
CASSATT,SC,34.282785,34.409069,-80.554573,-80.379807
CATAWBA,SC,34.764624,34.879391,-80.974243,-80.885016
CAYCE,SC,33.941273,33.988607,-81.100365,-81.035889
CENTRAL,SC,34.662786,34.807903,-82.886246,-82.704063
CHAPIN,SC,34.074066,34.208567,-81.433647,-81.255699
CHAPPELLS,SC,34.163631,34.281908,-81.9311,-81.85608
CHARLESTON,SC,32.6599,32.985046,-80.151096,-79.76431
CHARLESTON AFB,SC,32.890476,32.907629,-80.075472,-80.052666
CHERAW,SC,34.54073,34.7923,-80.0393,-79.8586
CHESNEE,SC,35.035877,35.188663,-82.032078,-81.800117
CHESTER,SC,34.564131,34.8279,-81.468814,-81.042641
CHESTERFIELD,SC,34.639607,34.8075,-80.1776,-80.0033
CLARKS HILL,SC,33.583318,33.700668,-82.170396,-82.008466
CLEMSON,SC,34.660408,34.707803,-82.850105,-82.7828
CLEVELAND,SC,35.033829,35.120996,-82.674194,-82.503311
CLINTON,SC,34.353094,34.589566,-81.971431,-81.687068
CLIO,SC,34.531006,34.630842,-79.604764,-79.482231
CLOVER,SC,34.992599,35.163776,-81.375351,-81.036057
COLUMBIA,SC,33.897221,34.189847,-81.25882,-80.828184
CONWAY,SC,33.644119,33.996816,-79.249188,-78.81466
COOSAWHATCHIE,SC,32.582928,32.5886,-80.932594,-80.926773
COPE,SC,33.269646,33.456156,-81.087868,-80.888606
CORDESVILLE,SC,33.084504,33.204243,-79.922623,-79.77911
CORDOVA,SC,33.367004,33.459036,-80.964876,-80.86431
COTTAGEVILLE,SC,32.893708,33.05687,-80.543517,-80.401694
COWARD,SC,33.916049,34.051785,-79.809402,-79.674721
COWPENS,SC,34.994271,35.132652,-81.867957,-81.720886
CROSS,SC,33.242138,33.400791,-80.295525,-80.116745
CROSS HILL,SC,34.195382,34.353136,-82.042883,-81.918747
DALZELL,SC,33.98075,34.126851,-80.541245,-80.376012
DARLINGTON,SC,34.195781,34.460874,-80.019012,-79.705301
DAUFUSKIE ISLAND,SC,32.082001,32.146061,-80.898682,-80.835304
DENMARK,SC,33.260888,33.375015,-81.20961,-81.066166
DILLON,SC,34.29079,34.559829,-79.504979,-79.22601
DONALDS,SC,34.282727,34.440802,-82.427778,-82.258049
DORCHESTER,SC,33.056277,33.22765,-80.511702,-80.326337
DUE WEST,SC,34.268308,34.350662,-82.471979,-82.375441
DUNCAN,SC,34.864182,34.956139,-82.169479,-82.066821
EARLY BRANCH,SC,32.6493,32.78563,-81.042314,-80.878677
EASLEY,SC,34.714621,34.98867,-82.67642,-82.480518
EASTOVER,SC,33.766915,34.060244,-80.829704,-80.627973
EDGEFIELD,SC,33.650249,33.964165,-82.181371,-81.867695
EDGEMOOR,SC,34.745068,34.840893,-81.047935,-80.924595
EDISTO ISLAND,SC,32.478142,32.630985,-80.386065,-80.237384
EFFINGHAM,SC,33.983242,34.156078,-79.848909,-79.594418
EHRHARDT,SC,33.0371,33.165412,-81.124798,-80.968793
ELGIN,SC,34.10297,34.27627,-80.888541,-80.743022
ELLOREE,SC,33.457348,33.595611,-80.649621,-80.50753
ENOREE,SC,34.590009,34.748832,-82.030409,-81.810451
ESTILL,SC,32.669088,32.808928,-81.379209,-81.123476
EUTAWVILLE,SC,33.304977,33.438507,-80.402793,-80.23352
FAIR PLAY,SC,34.483879,34.552849,-83.079552,-82.904984
FAIRFAX,SC,32.912695,33.0209,-81.346546,-81.129435
FLORENCE,SC,34.071215,34.303181,-79.913475,-79.548563
FORK,SC,34.269854,34.319293,-79.311475,-79.225292
FORT LAWN,SC,34.644229,34.765251,-80.9832,-80.877167
FORT MILL,SC,34.912874,35.097691,-81.037994,-80.7911
FOUNTAIN INN,SC,34.562905,34.767639,-82.312995,-82.071506
FURMAN,SC,32.6813,32.6813,-81.1883,-81.1883
GABLE,SC,33.824728,33.910955,-80.211601,-80.055193
GADSDEN,SC,33.808254,33.878048,-80.789444,-80.688232
GAFFNEY,SC,34.859347,35.1812,-81.821106,-81.472449
GALIVANTS FERRY,SC,33.889599,34.083992,-79.317441,-79.025133
GARNETT,SC,32.5585,32.693068,-81.3285,-81.17392
GASTON,SC,33.755888,33.892034,-81.198669,-80.981537
GEORGETOWN,SC,33.196813,33.658647,-79.579181,-79.148338
GILBERT,SC,33.80901,34.059914,-81.436691,-81.333519
GLENDALE,SC,34.9447,34.9447,-81.8377,-81.8377
GLOVERVILLE,SC,33.517007,33.5284,-81.834888,-81.81839
GOOSE CREEK,SC,32.942386,33.040073,-80.087181,-79.934159
GRANITEVILLE,SC,33.507413,33.631474,-81.910578,-81.773251
GRAY COURT,SC,34.488032,34.690089,-82.237076,-81.996179
GREAT FALLS,SC,34.439754,34.646373,-80.987934,-80.881345
GREELEYVILLE,SC,33.54322,33.69964,-80.073162,-79.90151
