STDZD_PROP_CITY,state,minlat,maxlat,minlon,maxlon
DYCUSBURG,KY,37.334,37.334,-88.0788,-88.0788
EARLINGTON,KY,37.264259,37.286364,-87.527561,-87.499658
EAST BERNSTADT,KY,37.178443,37.309314,-84.192929,-84.05639
EAST POINT,KY,37.703111,37.762919,-82.849,-82.768
EASTERN,KY,37.513243,37.518366,-82.813868,-82.8007
EASTVIEW,KY,37.525291,37.689918,-86.189804,-86.025403
EDDYVILLE,KY,36.917303,37.170728,-88.158798,-87.930631
EDMONTON,KY,36.87287,37.13039,-85.748083,-85.466323
EIGHTY EIGHT,KY,36.908482,36.924688,-85.804646,-85.771396
EKRON,KY,37.832997,37.955807,-86.195482,-86.066901
ELIZABETHTOWN,KY,37.566017,37.809875,-86.047982,-85.687325
ELK HORN,KY,37.2634,37.409794,-85.285812,-85.1006
ELKFORK,KY,37.983632,37.9993,-83.1817,-83.130657
ELKHORN CITY,KY,37.260665,37.367049,-82.506978,-82.305187
ELKTON,KY,36.7276,37.06146,-87.300411,-87.057101
EMERSON,KY,38.3532,38.3908,-83.3029,-83.2547
EMINENCE,KY,38.315831,38.431176,-85.234431,-85.107944
EMMALENA,KY,37.3324,37.369732,-83.094982,-83.011612
EOLIA,KY,37.029179,37.074203,-82.803986,-82.726753
ERLANGER,KY,38.970791,39.062701,-84.64193,-84.561059
ERMINE,KY,37.139575,37.180974,-82.811832,-82.7841
ESSIE,KY,37.0607,37.0761,-83.4473,-83.427
ETOILE,KY,36.783018,36.855855,-85.929813,-85.897415
EUBANK,KY,37.183551,37.332257,-84.724815,-84.479185
EVARTS,KY,36.831725,36.913176,-83.248451,-83.070263
EWING,KY,38.33551,38.4583,-83.9667,-83.791505
EZEL,KY,37.864188,37.952039,-83.4861,-83.343265
FAIRDALE,KY,38.065382,38.127205,-85.799591,-85.714469
FALLS OF ROUGH,KY,37.509197,37.707449,-86.637742,-86.429811
FALMOUTH,KY,38.569389,38.75965,-84.497839,-84.178498
FANCY FARM,KY,36.707028,36.860203,-88.886549,-88.770789
FARMINGTON,KY,36.539451,36.694197,-88.550859,-88.456734
FEDSCREEK,KY,37.393571,37.434606,-82.268301,-82.204297
FERGUSON,KY,37.059472,37.075729,-84.606,-84.583704
FINCHVILLE,KY,38.12587,38.180873,-85.378252,-85.288196
FISHERVILLE,KY,38.095689,38.23716,-85.474623,-85.370957
FLAT LICK,KY,36.8048,36.940572,-83.7923,-83.6496
FLATGAP,KY,37.860779,37.976784,-82.977329,-82.84392
FLATWOODS,KY,38.4817,38.731116,-82.945153,-82.703548
FLEMINGSBURG,KY,38.284306,38.5011,-83.822001,-83.617818
FLORENCE,KY,38.935555,39.028492,-84.7043,-84.595901
FORDSVILLE,KY,37.551936,37.723391,-86.808685,-86.631187
FOREST HILLS,KY,37.628641,37.647676,-82.299499,-82.268318
FORT CAMPBELL,KY,36.654265,36.67182,-87.486472,-87.441218
FORT KNOX,KY,37.865408,37.907418,-85.987579,-85.940116
FORT THOMAS,KY,39.049129,39.111141,-84.475082,-84.438568
FOSTER,KY,38.697236,38.80974,-84.283486,-84.082729
FOUNTAIN RUN,KY,36.64871,36.798398,-86.040889,-85.8537
FOURMILE,KY,36.7737,36.7926,-83.735,-83.7341
FRAKES,KY,36.6175,36.668617,-83.955036,-83.863548
FRANKFORT,KY,38.097554,38.355246,-85.042817,-84.7364
FRANKLIN,KY,36.637973,36.825654,-86.756056,-86.36225
FREDONIA,KY,37.126356,37.284918,-88.173406,-87.902288
FREEBURN,KY,37.53072,37.575202,-82.155685,-82.119738
FRENCHBURG,KY,37.868613,38.009643,-83.754825,-83.520518
FT MITCHELL,KY,38.965702,39.081036,-84.622543,-84.503166
FULTON,KY,36.5022,36.620434,-89.039751,-88.635859
GAMALIEL,KY,36.621011,36.712112,-85.9026,-85.745717
GARFIELD,KY,37.65118,37.710571,-86.274232,-86.20083
GARNER,KY,37.3427,37.415066,-82.920842,-82.877944
GARRETT,KY,37.449916,37.491276,-82.904329,-82.811136
GARRISON,KY,38.4776,38.618636,-83.222136,-83.0524
GAYS CREEK,KY,37.325747,37.354482,-83.434229,-83.407318
GEORGETOWN,KY,38.137758,38.363149,-84.725363,-84.389961
GERMANTOWN,KY,38.591329,38.669488,-83.999054,-83.9234
GHENT,KY,38.684457,38.767231,-85.080444,-84.960158
GILBERTSVILLE,KY,36.903631,37.027744,-88.311104,-88.2145
GIRDLER,KY,36.944558,36.966,-83.8701,-83.8359
GLASGOW,KY,36.769176,37.098973,-86.131943,-85.748541
GLENCOE,KY,38.649681,38.760381,-84.830472,-84.749654
GLENDALE,KY,37.539471,37.637067,-86.029473,-85.854505
GLENS FORK,KY,36.970922,37.021204,-85.303123,-85.2103
GLENVIEW,KY,38.291949,38.310974,-85.65627,-85.643574
GORDON,KY,36.967702,36.9913,-83.132033,-83.0266
GOSHEN,KY,38.382645,38.458768,-85.610004,-85.454695
GRACEY,KY,36.763329,36.934078,-87.705183,-87.623428
GRADYVILLE,KY,37.063315,37.116386,-85.504963,-85.423664
GRAHAM,KY,37.213253,37.282109,-87.349615,-87.246609
GRAND RIVERS,KY,36.994919,37.151106,-88.327997,-88.21471
GRAVEL SWITCH,KY,37.495201,37.637039,-85.112579,-84.916306
GRAY,KY,36.8989,36.981,-84.03404,-83.9089
GRAYSON,KY,38.175687,38.473081,-83.131405,-82.821
GREEN ROAD,KY,37.0121,37.0126,-83.8196,-83.8189
GREENSBURG,KY,37.11201,37.384294,-85.675608,-85.346752
GREENUP,KY,38.418855,38.690561,-83.032983,-82.745252
GREENVILLE,KY,37.043831,37.267284,-87.306257,-87.044215
GRETHEL,KY,37.447744,37.4899,-82.711754,-82.640629
GULSTON,KY,36.7777,36.780704,-83.332119,-83.3301
GUSTON,KY,37.8213,37.967435,-86.305354,-86.129729
GUTHRIE,KY,36.644662,36.780525,-87.218639,-87.125183
HAGERHILL,KY,37.718969,37.797639,-82.913121,-82.774628
HALLIE,KY,37.051964,37.118347,-83.035795,-83.009
HAMPTON,KY,37.277644,37.377643,-88.395548,-88.36028
HANSON,KY,37.375682,37.488342,-87.5608,-87.394209
HAPPY,KY,37.20138,37.230336,-83.117616,-83.085533
HARDIN,KY,36.746037,36.800421,-88.358946,-88.139106
HARDINSBURG,KY,37.626106,37.908459,-86.542648,-86.387086
HARDY,KY,37.575304,37.624464,-82.251273,-82.198171
HARDYVILLE,KY,37.156533,37.276708,-85.804812,-85.647059
HARLAN,KY,36.695972,36.861738,-83.457996,-83.242644
HARNED,KY,37.6595,37.823055,-86.4231,-86.26374
HAROLD,KY,37.4488,37.545497,-82.657254,-82.5991
HARRODSBURG,KY,37.689959,37.914428,-85.0685,-84.689832
HARTFORD,KY,37.4294,37.616012,-87.038904,-86.771119
HAWESVILLE,KY,37.743152,37.950329,-86.886768,-86.661638
HAZARD,KY,37.18482,37.391306,-83.345696,-83.042115
HAZEL,KY,36.5004,36.547436,-88.491933,-88.18099
HAZEL GREEN,KY,37.7642,37.847542,-83.463779,-83.334763
HEBRON,KY,39.038298,39.135759,-84.776556,-84.624458
HEIDRICK,KY,36.873727,36.9064,-83.8809,-83.8604
HELLIER,KY,37.270629,37.274913,-82.500714,-82.481498
HELTON,KY,36.896351,36.975578,-83.487702,-83.3898
HENDERSON,KY,37.6712,37.90051,-87.769587,-87.292053
HERNDON,KY,36.651051,36.783218,-87.7114,-87.530229
HESTAND,KY,36.640693,36.6674,-85.62508,-85.553635
HI HAT,KY,37.3785,37.418725,-82.750146,-82.7031
HICKMAN,KY,36.504293,36.594224,-89.311183,-89.0352
HICKORY,KY,36.818046,36.905849,-88.775334,-88.502145
HILLSBORO,KY,38.208129,38.3569,-83.7726,-83.529894
HINDMAN,KY,37.292934,37.366519,-83.007032,-82.92177
HINKLE,KY,36.8716,36.8716,-83.7875,-83.7875
HITCHINS,KY,38.26454,38.286672,-82.920202,-82.869465
HODGENVILLE,KY,37.450252,37.681533,-85.832834,-85.60466
HOLLAND,KY,36.655346,36.719659,-86.087127,-86.036618
HOLMES MILL,KY,36.863718,36.874093,-83.001608,-82.943024
HOPE,KY,38.0157,38.015754,-83.7724,-83.770133
HOPKINSVILLE,KY,36.724449,37.102396,-87.651136,-87.267932
HORSE BRANCH,KY,37.338805,37.52375,-86.771568,-86.601198
HORSE CAVE,KY,37.07822,37.257959,-86.00103,-85.697815
HUDDY,KY,37.588236,37.604137,-82.295093,-82.268525
HUDSON,KY,37.585926,37.670746,-86.330338,-86.274757
HUEYSVILLE,KY,37.455499,37.539362,-83.003099,-82.824217
HULEN,KY,36.7889,36.8001,-83.5364,-83.5106
HUSTONVILLE,KY,37.3723,37.516717,-84.979521,-84.7053
HYDEN,KY,37.120923,37.273993,-83.506195,-83.328559
INDEPENDENCE,KY,38.869129,38.984768,-84.618713,-84.496033
INEZ,KY,37.7959,37.9495,-82.5532,-82.4523
IRVINE,KY,37.573621,37.836921,-84.117151,-83.7986
IRVINGTON,KY,37.773743,37.9106,-86.4561,-86.230125
ISLAND,KY,37.4227,37.4803,-87.275744,-87.110572
ISOM,KY,37.174178,37.204376,-82.904399,-82.846472
ISONVILLE,KY,38.031,38.1149,-83.0638,-83.0242
IVEL,KY,37.573852,37.600707,-82.680806,-82.636554
JACKHORN,KY,37.216667,37.2239,-82.703743,-82.694009
JACKSON,KY,37.350872,37.617291,-83.565493,-83.050689
JAMESTOWN,KY,36.858616,37.0161,-85.235597,-85.008117
JEFF,KY,37.2054,37.2195,-83.141752,-83.1281
JEFFERSONVILLE,KY,37.905316,38.015441,-83.968211,-83.775466
JENKINS,KY,37.1481,37.291518,-82.726429,-82.541911
JEREMIAH,KY,37.156121,37.189118,-82.953475,-82.889607
JETSON,KY,37.2276,37.263933,-86.512928,-86.503751
JONANCY,KY,37.3163,37.3163,-82.583,-82.583
JONESVILLE,KY,38.631807,38.680493,-84.784161,-84.747292
JUNCTION CITY,KY,37.545662,37.613847,-84.886522,-84.783211
KEATON,KY,37.941131,37.986826,-82.97542,-82.94094
KEAVY,KY,36.980162,37.039292,-84.180364,-84.118617
KENTON,KY,38.8683,38.8683,-84.4561,-84.4561
KETTLE ISLAND,KY,36.7355,36.8236,-83.7013,-83.5455
KEVIL,KY,36.961634,37.209688,-88.985405,-88.792328
KIMPER,KY,37.435874,37.560006,-82.417422,-82.231824
KINGS MOUNTAIN,KY,37.300369,37.398173,-84.811914,-84.666961
KIRKSEY,KY,36.657776,36.771682,-88.495855,-88.360701
KITE,KY,37.268145,37.334578,-82.836907,-82.732689
KNIFLEY,KY,37.21216,37.272684,-85.227516,-85.1233
KNOB LICK,KY,37.006996,37.084394,-85.773259,-85.689688
KRYPTON,KY,37.305463,37.338629,-83.355692,-83.301872
KUTTAWA,KY,37.004913,37.12631,-88.218928,-88.100148
LA CENTER,KY,36.990812,37.186822,-89.044016,-88.889326
LA FAYETTE,KY,36.645168,36.704331,-87.675701,-87.613971
LA GRANGE,KY,38.357154,38.49738,-85.486523,-85.30246
LACKEY,KY,37.4586,37.4586,-82.7693,-82.7693
LANCASTER,KY,37.529305,37.808257,-84.742783,-84.452791
LANGLEY,KY,37.4722,37.556181,-82.831576,-82.763319
LATONIA,KY,38.908787,39.057968,-84.524689,-84.429512
LAWRENCEBURG,KY,37.889244,38.111504,-85.1616,-84.812531
LEBANON,KY,37.450733,37.647751,-85.389212,-85.107856
LEBANON JUNCTION,KY,37.790189,37.959932,-85.764864,-85.61208
LEBURN,KY,37.328064,37.406276,-82.987165,-82.911849
LEDBETTER,KY,37.037534,37.078872,-88.528063,-88.415156
LEITCHFIELD,KY,37.314395,37.6487,-86.4445,-86.163052
LETCHER,KY,37.142708,37.153098,-82.9623,-82.951572
LEWISBURG,KY,36.851699,37.163,-87.131627,-86.745122
LEWISPORT,KY,37.799794,37.9837,-86.986066,-86.802099
LEXINGTON,KY,37.841986,38.199066,-84.652884,-84.282013
LIBERTY,KY,37.13173,37.440178,-85.143157,-84.774694
LICK CREEK,KY,37.364823,37.39875,-82.330151,-82.282151
LILY,KY,36.992724,37.04171,-84.100729,-83.968552
LINEFORK,KY,37.023606,37.0493,-83.018399,-82.9544
LITTCARR,KY,37.272996,37.294199,-82.949006,-82.935653
LIVERMORE,KY,37.486653,37.552951,-87.140629,-87.030509
LIVINGSTON,KY,37.2415,37.3567,-84.276149,-84.1389
LOCKPORT,KY,38.411559,38.503362,-85.004915,-84.9258
LONDON,KY,36.943631,37.254003,-84.358036,-83.866115
LORETTO,KY,37.585337,37.719716,-85.464699,-85.350417
LOST CREEK,KY,37.399223,37.48443,-83.324294,-83.269722
LOUISA,KY,37.89887,38.2418,-82.808872,-82.482438
LOUISVILLE,KY,38.029514,38.3309,-85.915947,-85.379485
LOVELY,KY,37.7826,37.826,-82.4004,-82.3398
LOWMANSVILLE,KY,37.9179,38.056233,-82.7398,-82.633483
LUCAS,KY,36.831476,36.878795,-86.066632,-86.0293
MACEO,KY,37.799814,37.921806,-87.018517,-86.927673
MACKVILLE,KY,37.724678,37.822368,-85.100711,-85.026969
MADISONVILLE,KY,37.2167,37.427071,-87.641657,-87.346825
MAGNOLIA,KY,37.311113,37.496171,-85.804489,-85.635211
MAJESTIC,KY,37.518823,37.5589,-82.124195,-82.065395
MALLIE,KY,37.234707,37.324575,-82.920934,-82.889689
MAMMOTH CAVE,KY,37.237768,37.326293,-86.241,-86.120994
MANCHESTER,KY,36.970099,37.2819,-83.9523,-83.579028
MANITOU,KY,37.352107,37.470223,-87.614188,-87.504153
MARION,KY,37.14064,37.465775,-88.321394,-87.876978
MARTHA,KY,37.9765,38.0055,-83.0124,-82.921516
MARTIN,KY,37.543934,37.590901,-82.8272,-82.71743
MARY ALICE,KY,36.7799,36.7843,-83.3313,-83.3303
MAYFIELD,KY,36.575104,36.852049,-88.813467,-88.46785
MAYKING,KY,37.107514,37.147234,-82.77689,-82.728521
MAYSLICK,KY,38.470408,38.579734,-83.965346,-83.746354
MAYSVILLE,KY,38.511973,38.722304,-83.955841,-83.626642
MAZIE,KY,38.0269,38.0269,-82.9725,-82.9725
MC ANDREWS,KY,37.520474,37.57612,-82.2968,-82.263578
MC CARR,KY,37.564666,37.648414,-82.198595,-82.157261
MC DANIELS,KY,37.591461,37.643036,-86.469872,-86.425331
MC DOWELL,KY,37.3966,37.466974,-82.752949,-82.6929
MC HENRY,KY,37.373729,37.388004,-86.93181,-86.917242
MC KEE,KY,37.294133,37.563287,-84.2021,-83.878408
MC ROBERTS,KY,37.15532,37.226602,-82.68483,-82.658874
MEALLY,KY,37.785536,37.8029,-82.767056,-82.72679
MEANS,KY,37.9436,38.015197,-83.773014,-83.698132
MELBER,KY,36.869902,36.954931,-88.806876,-88.705574
MELBOURNE,KY,38.971433,39.038086,-84.390947,-84.304245
MELVIN,KY,37.327476,37.3558,-82.7011,-82.65393
MIDDLEBURG,KY,37.345773,37.416623,-84.850224,-84.744846
MIDDLESBORO,KY,36.5842,36.6847,-83.7976,-83.635112
MIDWAY,KY,38.119305,38.197353,-84.801627,-84.632517
MILLSTONE,KY,37.1676,37.20357,-82.770937,-82.729716
MILLWOOD,KY,37.420561,37.485385,-86.422799,-86.360177
MILTON,KY,38.6407,38.731907,-85.448871,-85.247316
MINNIE,KY,37.4702,37.480312,-82.7545,-82.749841
MIRACLE,KY,36.687,36.7281,-83.5681,-83.5032
MIZE,KY,37.796035,37.8731,-83.3659,-83.3108
MONTICELLO,KY,36.6052,36.979441,-85.001352,-84.607
MOOREFIELD,KY,38.274313,38.332223,-83.930085,-83.846563
MOREHEAD,KY,38.034401,38.386951,-83.632782,-83.205091
MORGANFIELD,KY,37.56076,37.766004,-88.055456,-87.744024
MORGANTOWN,KY,37.011875,37.390334,-86.882353,-86.483652
MORNING VIEW,KY,38.798897,38.913436,-84.568184,-84.431503
MOUNT EDEN,KY,37.980295,38.070983,-85.25483,-85.089463
MOUNT HERMON,KY,36.752715,36.825411,-85.859493,-85.765642
MOUNT OLIVET,KY,38.463,38.5774,-84.162491,-83.9801
MOUNT SHERMAN,KY,37.40137,37.482695,-85.677587,-85.57728
MOUNT STERLING,KY,37.958438,38.169588,-84.095986,-83.776741
MOUNT VERNON,KY,37.2286,37.527363,-84.452013,-84.168581
MOUNT WASHINGTON,KY,38.007967,38.085381,-85.621274,-85.498118
MOUSIE,KY,37.403363,37.449409,-82.909643,-82.838232
MOUTHCARD,KY,37.348975,37.392811,-82.27871,-82.217204
MOZELLE,KY,36.983027,37.0073,-83.4031,-83.3982
MULDRAUGH,KY,37.925095,37.943092,-85.996773,-85.985984
MUNFORDVILLE,KY,37.2389,37.407941,-86.038712,-85.76291
MURRAY,KY,36.522787,36.740639,-88.487553,-88.075943
NANCY,KY,36.94127,37.134353,-84.903791,-84.679149
NEBO,KY,37.286788,37.468194,-87.729654,-87.5792
NEON,KY,37.17209,37.221969,-82.728698,-82.689786
NEW CASTLE,KY,38.417875,38.473217,-85.252033,-85.125036
NEW CONCORD,KY,36.498241,36.624214,-88.15789,-88.052132
NEW HAVEN,KY,37.534636,37.742832,-85.708178,-85.463421
NEW HOPE,KY,37.5601,37.637936,-85.550748,-85.445552
NEW LIBERTY,KY,38.572257,38.624963,-84.990814,-84.824397
NEWPORT,KY,38.970783,39.099777,-84.502422,-84.390493
NICHOLASVILLE,KY,37.730154,37.9904,-84.665687,-84.44415
NORTONVILLE,KY,37.111744,37.213005,-87.552371,-87.3936
OAK GROVE,KY,36.640739,36.745865,-87.53743,-87.352504
OAKLAND,KY,36.913975,37.079805,-86.296474,-86.199546
OIL SPRINGS,KY,37.7856,37.87591,-82.974126,-82.909995
OLATON,KY,37.476688,37.550784,-86.80059,-86.612791
OLIVE HILL,KY,38.187314,38.479955,-83.340979,-83.003384
OLMSTEAD,KY,36.648831,36.803537,-87.073357,-86.905079
OLYMPIA,KY,38.022063,38.101857,-83.719575,-83.636939
ONEIDA,KY,37.239165,37.306,-83.6577,-83.5165
ORLANDO,KY,37.3822,37.4362,-84.2651,-84.2132
OWENSBORO,KY,37.626903,37.879781,-87.405807,-86.96142
OWENTON,KY,38.353433,38.636717,-85.071393,-84.647851
OWINGSVILLE,KY,38.007354,38.276604,-83.904,-83.645571
PADUCAH,KY,36.943155,37.114056,-88.826058,-88.4835
PAINT LICK,KY,37.534385,37.666566,-84.508001,-84.315341
PAINTSVILLE,KY,37.795037,37.913681,-82.836672,-82.679604
PARIS,KY,38.0711,38.363317,-84.419894,-84.016044
PARK CITY,KY,36.978361,37.13865,-86.152799,-86.001834
PARKERS LAKE,KY,36.823235,36.944834,-84.491698,-84.301003
PARKSVILLE,KY,37.532035,37.604797,-84.965569,-84.882616
PARTRIDGE,KY,36.9959,37.0418,-82.911811,-82.8369
PATHFORK,KY,36.701484,36.760847,-83.4729,-83.40744
PAYNEVILLE,KY,37.985629,38.065357,-86.456445,-86.24726
PEMBROKE,KY,36.688994,36.889418,-87.46562,-87.285468
PENDLETON,KY,38.450054,38.534053,-85.3899,-85.283105
PERRYVILLE,KY,37.5991,37.692058,-85.040345,-84.92227
PETERSBURG,KY,38.999321,39.102627,-84.88932,-84.780045
PEWEE VALLEY,KY,38.291777,38.320085,-85.509326,-85.469611
PHELPS,KY,37.420522,37.548548,-82.225917,-82.09097
PHILPOT,KY,37.615838,37.815857,-87.034309,-86.810146
PHYLLIS,KY,37.436632,37.463185,-82.360525,-82.267486
PIKEVILLE,KY,37.296557,37.687282,-82.620045,-82.383239
PILGRIM,KY,37.702,37.7724,-82.5156,-82.3875
PINE KNOT,KY,36.65294,36.690343,-84.440505,-84.327997
PINE RIDGE,KY,37.752478,37.819402,-83.646133,-83.574739
PINE TOP,KY,37.267886,37.301267,-82.896946,-82.809082
PINEVILLE,KY,36.696959,36.7831,-83.8086,-83.581
PINSONFORK,KY,37.512037,37.565579,-82.281621,-82.228532
PIPPA PASSES,KY,37.298857,37.374265,-82.893282,-82.846972
PLEASUREVILLE,KY,38.305776,38.492102,-85.148065,-84.915781
POWDERLY,KY,37.231701,37.249176,-87.168022,-87.149678
PREMIUM,KY,37.12862,37.144063,-82.916948,-82.8872
PRESTONSBURG,KY,37.5148,37.722569,-82.934122,-82.606436
PRINCETON,KY,36.944646,37.337036,-88.016676,-87.713406
PRINTER,KY,37.5038,37.561679,-82.763981,-82.6899
PROSPECT,KY,38.316574,38.433616,-85.649094,-85.515129
PROVIDENCE,KY,37.298309,37.470268,-87.872466,-87.658492
PUTNEY,KY,36.902961,36.91768,-83.235177,-83.190904
QUINCY,KY,38.6179,38.664,-83.1316,-83.0824
RACCOON,KY,37.443659,37.535287,-82.464602,-82.374682
RADCLIFF,KY,37.76651,37.863982,-85.970562,-85.904205
RANSOM,KY,37.509573,37.573603,-82.236462,-82.183181
RAVEN,KY,37.397199,37.4105,-82.832566,-82.7957
RAVENNA,KY,37.668505,37.76115,-83.956311,-83.774986
RAYWICK,KY,37.488222,37.583298,-85.504325,-85.381185
REDFOX,KY,37.201804,37.2317,-82.970701,-82.878335
REED,KY,37.809735,37.895467,-87.411111,-87.32386
REGINA,KY,37.361727,37.394361,-82.404435,-82.383788
REYNOLDS STATION,KY,37.637578,37.767603,-86.8094,-86.66602
RHODELIA,KY,37.973396,38.010088,-86.422134,-86.355531
RICETOWN,KY,37.3968,37.3968,-83.6765,-83.6765
RICHMOND,KY,37.56152,37.901693,-84.501894,-84.104156
RINEYVILLE,KY,37.700502,37.798792,-86.157713,-85.906402
RIVER,KY,37.860656,37.9083,-82.759482,-82.6753
ROARK,KY,37.015076,37.0356,-83.5323,-83.492995
ROBARDS,KY,37.632245,37.749264,-87.629752,-87.440324
ROBINSON CREEK,KY,37.369777,37.406195,-82.586225,-82.54908
ROCHESTER,KY,37.173628,37.237314,-86.899404,-86.780402
ROCKFIELD,KY,36.878417,37.016052,-86.663759,-86.542135
ROCKHOLDS,KY,36.765777,36.8736,-84.161567,-83.9739
ROCKPORT,KY,37.330494,37.344018,-86.998089,-86.957836
ROCKY HILL,KY,37.067903,37.08764,-86.146728,-86.136714
ROGERS,KY,37.700138,37.760216,-83.670643,-83.612012
ROUNDHILL,KY,37.154817,37.274425,-86.499276,-86.381314
ROUSSEAU,KY,37.610731,37.618407,-83.239965,-83.206363
ROWDY,KY,37.391536,37.407483,-83.250362,-83.2099
RUMSEY,KY,37.468335,37.532953,-87.349884,-87.197827
RUSH,KY,38.243751,38.3782,-82.8402,-82.695461
RUSSELL,KY,38.499925,38.546795,-82.757881,-82.6863
RUSSELL SPRINGS,KY,36.959031,37.169992,-85.194103,-84.8649
RUSSELLVILLE,KY,36.70415,37.023853,-87.050065,-86.71684
SACRAMENTO,KY,37.349118,37.470298,-87.350057,-87.212421
SADIEVILLE,KY,38.289669,38.489602,-84.649796,-84.4012
SAINT CHARLES,KY,37.133815,37.190314,-87.651963,-87.540028
SAINT FRANCIS,KY,37.606963,37.618584,-85.4313,-85.418377
SALEM,KY,37.205351,37.374755,-88.378292,-88.182112
SALT LICK,KY,38.021755,38.174968,-83.669902,-83.4858
SALVISA,KY,37.854689,37.969377,-85.027484,-84.770165
SALYERSVILLE,KY,37.6098,37.87254,-83.154165,-82.94893
SANDERS,KY,38.598618,38.735058,-85.053154,-84.9367
SANDGAP,KY,37.4857,37.4857,-84.0251,-84.0251
SANDY HOOK,KY,38.0328,38.2061,-83.197,-82.9558
SASSAFRAS,KY,37.219661,37.246165,-83.061351,-82.984146
SCALF,KY,36.94008,36.941206,-83.703882,-83.683734
SCIENCE HILL,KY,37.106481,37.236,-84.816956,-84.561373
SCOTTSVILLE,KY,36.635515,36.926312,-86.394735,-86.01344
SCUDDY,KY,37.199097,37.205833,-83.083317,-83.075415
SEBREE,KY,37.529459,37.640364,-87.676999,-87.425538
SECO,KY,37.1762,37.1762,-82.7276,-82.7276
SEDALIA,KY,36.507708,36.642956,-88.651433,-88.514256
SHARON GROVE,KY,36.899786,36.993455,-87.156296,-87.056418
SHARPSBURG,KY,38.165443,38.292,-84.007907,-83.803906
SHELBIANA,KY,37.335622,37.458977,-82.511273,-82.422537
SHELBY GAP,KY,37.214709,37.246112,-82.552302,-82.510188
SHELBYVILLE,KY,38.089724,38.329335,-85.336681,-85.05764
SHEPHERDSVILLE,KY,37.897625,38.082303,-85.868274,-85.522619
SIDNEY,KY,37.55375,37.651477,-82.386923,-82.337953
SILER,KY,36.679142,36.720176,-83.975011,-83.936658
SILVER GROVE,KY,39.032158,39.090487,-84.499156,-84.384127
SIMPSONVILLE,KY,38.150279,38.304159,-85.41903,-85.30297
SITKA,KY,37.880948,37.9114,-82.8567,-82.833073
SIZEROCK,KY,37.2142,37.2142,-83.501,-83.501
SLADE,KY,37.789534,37.789534,-83.695679,-83.695679
SLAUGHTERS,KY,37.469654,37.545317,-87.611214,-87.360558
SLEMP,KY,37.0466,37.081514,-83.1264,-83.102509
SMILAX,KY,37.10271,37.1364,-83.286041,-83.226866
SMITHFIELD,KY,38.333829,38.4605,-85.339742,-85.210553
SMITHLAND,KY,37.065508,37.3975,-88.487905,-88.273733
SMITHS GROVE,KY,36.924169,37.158488,-86.265041,-86.029656
SOMERSET,KY,36.953632,37.325489,-84.704498,-84.306064
SONORA,KY,37.449905,37.582965,-86.053073,-85.783292
SOUTH PORTSMOUTH,KY,38.689335,38.724937,-83.03396,-82.966951
SOUTH SHORE,KY,38.5585,38.745788,-83.067239,-82.885864
SOUTH WILLIAMSON,KY,37.651623,37.676863,-82.300973,-82.271798
SPARTA,KY,38.615293,38.7746,-84.9408,-84.8232
SPOTTSVILLE,KY,37.826626,37.888119,-87.449432,-87.399951
SPRINGFIELD,KY,37.613248,37.83167,-85.391115,-85.03757
STAFFORDSVILLE,KY,37.790144,37.862416,-82.925749,-82.842
STAMBAUGH,KY,37.879538,37.94803,-82.821003,-82.792948
STAMPING GROUND,KY,38.2135,38.439775,-84.75947,-84.614893
STANFORD,KY,37.419093,37.605258,-84.866872,-84.519388
STANTON,KY,37.73625,37.901962,-83.8865,-83.664361
STANVILLE,KY,37.560612,37.567034,-82.644074,-82.592757
STEARNS,KY,36.672801,36.762614,-84.666713,-84.4346
STEELE,KY,37.390291,37.419081,-82.218092,-82.1626
STEPHENSPORT,KY,37.9064,37.918728,-86.532959,-86.517166
STINNETT,KY,37.0814,37.108268,-83.4326,-83.401687
STONE,KY,37.562402,37.588718,-82.288227,-82.267416
STONEY FORK,KY,36.8395,36.8928,-83.545,-83.5111
STOPOVER,KY,37.464636,37.536629,-82.116284,-82.033133
STRUNK,KY,36.596749,36.673103,-84.519644,-84.342348
STURGIS,KY,37.436903,37.67738,-88.108897,-87.885227
SULPHUR,KY,38.454541,38.496504,-85.295421,-85.181609
SUMMER SHADE,KY,36.816211,36.970903,-85.813259,-85.579781
SUMMERSVILLE,KY,37.301882,37.391505,-85.696746,-85.545002
SWEEDEN,KY,37.241088,37.273543,-86.333158,-86.255182
SYMSONIA,KY,36.867802,36.971024,-88.546216,-88.453062
TAYLORSVILLE,KY,37.933887,38.125348,-85.514586,-85.232724
TEABERRY,KY,37.3872,37.44,-82.6704,-82.633717
THELMA,KY,37.786485,37.832488,-82.782749,-82.746694
THORNTON,KY,37.157689,37.211727,-82.815822,-82.765021
THOUSANDSTICKS,KY,37.184215,37.186676,-83.4459,-83.432288
TILINE,KY,37.1121,37.175221,-88.3487,-88.201401
TOLLESBORO,KY,38.4817,38.5932,-83.6328,-83.508978
TOMAHAWK,KY,37.8253,37.9167,-82.6271,-82.5583
TOMPKINSVILLE,KY,36.618321,36.831256,-85.899541,-85.459816
TOPMOST,KY,37.335174,37.376122,-82.825413,-82.772193
TOTZ,KY,36.914171,36.950047,-83.185728,-83.089619
TRAM,KY,37.5712,37.5712,-82.646,-82.646
TRENTON,KY,36.645507,36.82995,-87.334808,-87.195877
